Majority protein IDs	Protein names	gene	S1	S2	S3	DTL1	DTL2	DTL3	ATL	mTAL	cTAL	DCT	CNT	CCD	OMCD	IMCD
F1LPG5;F1M7T1	NA	Ndufb4	6448408.502289399	8177420.199477612	7684096.080215708	484963.6582231326	959549.0053797477	587334.8986992678	573187.6085063855	4417675.338290053	7335435.7247216655	7512638.116817712	3558933.4121502247	5573057.632273554	1541327.3153273442	406180.677649028
D4A565	NA	Ndufb5	1085635.6069827545	2074859.469204454	1981490.53069339	28110.397006307776	57.09675246140999	77208.26273928546	117841.06963432145	715984.0407611126	1155317.3833600313	994499.2590217458	786041.3319552748	1155507.7582614045	512436.52792684	68169.52488048433
D3ZZ21	NA	Ndufb6	1727666.0693303682	1807606.0495538872	502292.9274752156	47663.81436960707	166847.45591266785	66342.46422892774	62741.63405031044	674867.7520583534	1214098.5174291874	1461340.8755083135	354757.026660438	389818.27758067515	194846.15967400133	48746.876947702454
D3ZLT1	NA	Ndufb7	341033.53341950726	1385106.6599528273	360663.2384572408	35829.439457095126	93725.80647034034	61351.151328529995	61289.78988914599	638792.3568400908	1125282.7461595444	1350916.604259778	483950.1132003469	547055.7505345772	401575.01009808434	60010.10089552457
B2RYS8	NA	Ndufb8	0	464738.39548573765	419008.745490702	36396.52489451106	37.23733330107563	17348.334981872547	11924.983642078923	275774.1699176146	5113.258498026377	285083.0384192192	196958.59909363897	393856.58720496966	83843.77657071626	1282.4674507830061
B2RYW3	NA	Ndufb9	103126.09204722258	1694111.195802388	2957832.518657032	74994.3995206849	29009.288814862484	51922.949014310994	168728.4894307834	282206.32340068347	517683.95231177757	612014.4252182918	669903.0895698904	2095362.68671792	289282.6989412915	87202.22112676562
Q5PQZ9	NADH dehydrogenase [ubiquinone] 1 subunit C2	Ndufc2	1386962.8883855336	3252106.878728329	1073023.9720316185	64624.399436312284	289054.5549855763	107386.87144181291	106419.64464731296	1410070.6838447955	2052849.5833515737	1653322.3009714633	749333.8769518345	600529.210090383	551302.220916273	69875.3836393322
Q66HF1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	Ndufs1	803045.9756503884	3080701.89827931	1525233.5273580234	141411.4535784641	396397.1964953571	149632.52415097033	179198.2151970603	1660289.8877499732	1970535.4397505727	2376706.754424902	1066466.2676509793	1132632.3109185004	791717.5636915206	104174.49261974083
Q641Y2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	Ndufs2	361303.82827349374	1429450.1978856234	1173811.103271903	60956.57653252927	55106.32531645422	51456.80373402051	63267.18409291794	373346.86726208293	735000.6962548469	847695.5589121701	670144.0673431345	1092819.1856414897	283589.8098387951	57816.09051614204
D3ZG43	NA	Ndufs3	0	2009819.5032700342	1592616.5073015436	119431.20971665566	72.8791037662554	58050.23318211982	274119.2464029548	453313.16331075376	15008.146271950463	275601.49679655023	690480.793685358	946245.3348819725	639518.8745955244	72650.12469350213
Q5XIF3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	Ndufs4	2729871.894686475	4044553.601223298	3368245.731872933	370881.76998684113	946969.4764299548	206073.00110190056	223628.56866857802	3073814.9486299497	2596692.776587608	3781562.9841481475	1647162.238768049	909185.5045986467	1618998.1548589047	199336.89263198175
B5DEL8;A0A0G2JZJ9	NA	Ndufs5	8412390.891491069	2244577.571404058	955861.2396271585	48741.72145874711	666976.9396880113	82433.17140053061	75876.60326343491	3103521.417130516	2434263.4131246516	2616579.4363203202	706622.2335042013	734765.2836307354	1319346.7653022686	84544.2322580147
Q5RJN0	NA	Ndufs7	2455928.6319131814	4527056.341918959	2189711.044136601	151089.74672681137	476564.3928899968	170507.30909975062	121259.67667906615	2145672.4305935116	2415695.5968234576	2528698.9282690943	1513806.1732730884	1185604.068503746	1279618.9973823214	167024.54533366897
B0BNE6	NA	Ndufs8	357824.8041397224	506315.6282566114	332796.80390024674	44477.52025750176	61548.83099822513	72497.33911485985	47726.26718584422	353670.5602315139	301046.0666041809	433204.44503200153	433876.3190203543	244959.939426943	158277.3572725915	38920.026706268574
Q5XIH3	NA	Ndufv1	2278111.248788198	3853357.3466918403	2275766.3039519796	161158.68522269346	537503.826366093	136686.12462936106	141220.43956139492	1988353.6732624816	3137171.390732043	2873071.9975728034	1098508.811944917	1511505.3980937577	765532.3851911929	115341.74700110953
P19234	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Ndufv2	0	597965.948721915	2167277.7827832783	58544.848831916664	63.96333122884789	59869.201167387684	274003.58209996816	17643.718595829003	6477.701851219871	6938.670105206157	523908.7127475715	1543645.3328783005	351302.5800357292	65752.16344336643
Q6PCU8	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial	Ndufv3	224290.5876443862	2388.5012478918047	112816.86772557256	0	1361.890747404266	0	0	85737.38568250094	100091.18539542909	116194.291924034	217943.953184109	43039.556649046346	34654.82051383236	0
A0A096MK15	NA	Neb	32.70623915217881	0	0	0	0	0	145.32653021188912	0	293.85702041932916	0	36.86855915963293	2.8474866372224916	11.539597603259123	38.95436961763681
D4A164	NA	Nebl	158.4215124620129	3256.725617285659	0	12.766144622390966	0	137.9127780255458	899.6153818154459	0	0	8.98187193499158	7795.163782547487	10219.124126420364	6240.622160544835	4938.3304195365145
P69682	Adaptin ear-binding coat-associated protein 1	Necap1	701.5425614350853	92487.34778130747	3940.2934591583794	0	7890.493342954836	14.930475589410422	0	1849.4920136767826	1345.4600292927264	27913.484072738727	39048.86671883753	113162.68997034364	27996.546074667644	28264.003429268618
Q6P756	Adaptin ear-binding coat-associated protein 2	Necap2	0	88275.60918409968	1422.98129169324	24636.283398043797	26.08227342790291	10231.344379265905	0	1115.1600132107894	1511.0880914559364	1719.9752314197317	55906.99183930831	176668.1875175149	29968.85567123799	31547.613633373483
F1LNP8	NA	Nectin1	0	7430.838876114668	0	0	0	0	0	0	0	0	0	0	0	0
Q5FVC5	NA	Nectin2	0	12230.028673572207	778.1474470746089	22641.14736403272	15821.475362990797	62356.581254500066	79167.30606203542	6955.462731023238	1086.6886827197898	1133.950380227915	74727.62576717255	137441.16920264097	56485.67558048339	77109.33907254753
D3ZET1	NA	Nectin4	513504.5120493837	92475.09819640618	0	2958.53042129093	499.464705856831	3232.410797684924	0	22507.384877776185	8760.868259628176	49160.59795458434	3672.4955127954345	308.12299516200517	184.85096348547052	0
D3ZAH3	NA	Nedd1	0	3095.929168921809	0	0	0	2815.3058014774133	2548.381823839201	0	216.31735306680014	0	99.65953700926244	6.2443055951328486	0	5037.5725403941715
Q62940	E3 ubiquitin-protein ligase NEDD4	Nedd4	33419.26196186956	87088.10351826262	42696.872398238884	9182.841385782795	20055.473586577125	39403.98728765285	22108.512648046646	7903.733857411378	13796.628205420064	16779.738277161585	17055.78873459712	27915.588449543116	17522.722308443914	91860.57461842295
A0A0G2JXP3	NA	Nedd4l	4704.5718320432	111291.97985180176	93258.29193937917	26432.749886981655	5906.7571720515	10194.747892062276	2965.797568546795	5416.949653783042	27955.002177045313	8325.015907537934	40261.57824154736	83497.25775044218	37082.61070546191	41586.82680700385
Q71UE8	NEDD8	Nedd8	0	179153.06863499398	1125595.601236848	68441.85293101528	113718.90258226068	72821.37368927503	145498.28456258425	63616.01733207113	218439.21283692494	82495.93491542483	479587.69714503683	765023.1550615524	321830.5932448549	332480.5128694562
P12839	Neurofilament medium polypeptide	Nefm	0	263.0409590041736	777.5109929830111	893.3206100665841	25.71647574167263	10.633926126673666	30.06594404951522	0	10.277135365576536	12.297523058235196	171.84350547105186	4.574014857612644	1711.0024561758114	999.9022471198114
D3ZB99	NA	Nek1	0	0	0	0	0	0	0	0	0	73.09493388115625	58.32907697759597	2.5157197837835428	0	406.95215056526087
D3ZTD6	NA	Nek3	0	0	0	0	0	0	0	0	0	0	0	4.607404291550868	10.3482765652344	1117.9094198876696
D3ZBE5	Serine/threonine-protein kinase Nek7	Nek7	0	20628.239422243805	0	7547.603518177502	14.529506499399345	14098.881684307144	0	0	890.0165647999427	716.5171238660791	8187.1468989996665	10.841864132216859	0	8652.648034154987
A0A0G2K8N9	NA	Nek9	0	8086.441530711181	19318.593568652133	5701.112200646905	17.0059319383288	17949.943264390135	7278.232192045992	354.3795500508845	385.9296561921556	5046.665763510189	11919.703516949412	11833.603775632451	10339.749913989957	49168.63143183639
Q5U2N1	NA	Nelfa	0	342.179973178962	628.2227808079155	7989.157274800812	0	2528.698447287535	316.29949870298225	6823.273362028952	15431.236527984809	13379.306515600656	11456.094246405713	20583.36883406008	16036.389956047273	17211.48550088311
D4ACV0	NA	Nelfb	0	9.201530867271556	0	1716.247628578042	0	0	0	49.38286005212536	319.04664414497574	235.6779876375483	1693.1214702480409	5673.662810328445	12.80684849018646	1518.0394718065252
M0RAI9	NA	Nelfcd	0	0	0	0	0	0	0	0	0	0	106.31558123467386	0	0	2599.1997810523553
Q6MG75	NA	Nelfe	0	10078.998413067522	8899.507346606213	2211.1646108763766	14.407946334156716	3899.999787603116	3689.300719517473	375.90714055752034	15578.316679279462	10699.156864386121	4901.543789229363	29704.59144381193	9354.09718968311	22649.682224756914
Q6IUR5	Neudesin	Nenf	0	344.41938508865746	0	4509.808694705473	0	0	0	0	10.708224812124728	187.7960717616598	12178.654714092178	16072.4682428234	0	966.175487339541
P97603	Neogenin	Neo1	0	0	0	0	7.082971645334885	0	0	0	0	0	0	0	0	1239.662106060318
P21263	Nestin	Nes	0	0	0	0	0	1398.2219826591654	0	0	78.07681062186374	4.966908090170306	0	2.2289819975326775	0	0
Q99PW3	Sialidase-1	Neu1	18326.841457878094	218868.01600760655	274934.24225532403	0	0	0	0	0	20.85470355510732	0	10.338836422813289	4.61425045913536	0	0
A0A0U1RRP2	NA	NEWGENE_1582994	0	6801.880146989164	0	0	0	0	0	0	15.961766103013161	304.58874396724127	4075.7628160842078	8.219794655014569	0	3110.2941842673745
D4AB36	NA	NEWGENE_6497122	0	0	0	0	0	0	0	0	442.41331720070747	20.41189781924553	273.3154540880489	6505.394655248507	7314.824691326627	0
Q9Z2J4	Nexilin	Nexn	0	11.078893550694968	0	0	459.1071631137824	0	0	2164.8054046958277	474.05925020696213	276.0310044081686	11119.845784709289	166.5258102541952	14.88476021303973	3136.0472689991
P97526	Neurofibromin	Nf1	0	0	99.39444816982262	6.354589567157753	10.906751704983726	1956.5393816034996	105.77731438403296	0	0	16.570477909255015	282.99012487386756	403.0124897403646	0	2262.0865198284628
A0A0G2K1B6	NA	Nf1x	0	0	0	0	114.89154763371788	2805.559606046686	0	8.021103519836991	8244.631080860534	8547.540930040102	2036.3365608956526	2468.150706126863	171.9598394756483	3335.1589625976935
Q63648	Merlin	Nf2	152.8184838691506	5045.167451131557	6838.927277748196	0	0	0	0	0	9.283498433819368	158.14536107414474	3024.9335277165146	1882.6621908877223	2684.5580633638056	3174.7054333315446
D3ZGB1	Nuclear factor of activated T-cells 5	Nfat5	0	0	0	7185.7030281743555	29386.260665076265	40108.56395054716	23177.356384718558	0	138.72782915488105	8.745333667391312	1169.3540426254078	6.812085691001973	2222.637571157755	16572.058967821893
D4A0I8	NA	Nfatc2	0	0	0	0	0	2863.946918318094	0	0	122.41575016804128	0	0	0	0	61.5090445385397
Q6AYG7	NFATC2-interacting protein	Nfatc2ip	0	0	0	0	0	0	0	0	0	264.07049639693844	0	7.155962673310643	0	4236.677338741438
P09414	Nuclear factor 1 A-type	Nfia	18.142738028474845	19655.615660322164	7690.485231260484	0	0	3011.445090566126	0	0	0	0	0	869.9255628401587	0	2014.5604748367732
O70185	Nuclear factor 1	Nfib	8999.622834645432	7939.028903279569	17538.074996408614	16812.080261820916	508.4111613366266	16261.216591454959	10415.476484551418	575.473347595814	14138.32489989589	6777.298524104654	17351.247922171176	11211.293513867786	12313.833631788428	7559.1042676349925
O70188	Nuclear factor 1	Nfic	0	13.953025948043857	0	2020.6263185043276	0	1681.8962671175518	0	0	444.7931649837004	0	6982.084258018018	10040.927919082938	6726.109438863505	1032.0189041497217
Q63369	Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit	Nfkb1	0	11.184217202599765	0	0	0	1651.1592642424346	0	0	9.885354510915484	0	0	5.721246055016109	0	2353.0999956513906
Q5U2Z4	NA	Nfkb2	0	150.26219931889372	293.2782992992229	8583.734369756512	1888.3954324584067	7246.641662800361	2800.2191554329893	0	390.6260658014739	5974.367047025871	5554.093821350587	16835.22860977203	6012.09942360194	17788.191044281357
Q9JIA3	NF-kappa-B inhibitor beta	Nfkbib	0	225.5217496392828	0	0	0	0	0	0	0	13.208718265975389	10.978641535479674	670.5047433642193	0	0
A0A0G2K0N5	NA	Nfrkb	0	0	0	0	0	0	0	0	0	0	113.73914458240287	1089.6481018874106	0	0
Q99P39	Cysteine desulfurase, mitochondrial	Nfs1	509439.8939050093	923292.3151997156	174274.1368176831	29144.094075369874	55174.401949118044	17917.223614673705	17877.93914220566	166655.2056235896	240191.50481582395	201460.3858085686	119607.52196911961	83467.6087118033	64859.9279128769	20923.17497709447
D3ZA85	NA	Nfu1	29.647812221259	22626.27378188735	30.46837088342852	0	213.58765360510301	8813.358504245487	9347.464524868388	64572.59811925591	51983.59060532247	23885.627486771682	17952.50602311473	40616.242457276094	14247.146996050027	8316.513222098025
D4AE50	NA	Nfx1	0	0	0	0	0	0	0	0	0	0	0	0	35.864304392726744	0
F1LNF3	NA	Nfxl1	0	5.903945130069738	0	0	0	0	0	0	132.26375378239248	2133.8514493104453	4380.744669811117	8056.45848633613	8660.314178993905	2078.3606639477675
P18576	Nuclear transcription factor Y subunit alpha	Nfya	0	1671.0208385611609	0	43499.24196959799	0	101272.0997955599	0	0	3144.503203574846	2035.7246614471453	1074.528432621892	17.740808643979527	0	63707.6524529575
P63140	Nuclear transcription factor Y subunit beta	Nfyb	0	693.6671418437694	0	15308.625425121087	25.293687690545713	31632.299101496363	0	1211.5602773654336	546.2871787636896	23.030787757134792	31.333590648990757	25714.947939094065	25469.71560921082	566.2683362827412
Q62725	Nuclear transcription factor Y subunit gamma	Nfyc	0	0	0	0	0	6474.9711894901675	0	0	0	0	0	7.316576885831189	0	4270.679177020247
Q5BKC9	Ephexin-1	Ngef	0	0	0	0	0	0	0	0	0	0	13448.422460325726	8947.953178984824	7603.620706881363	0
P00758	Kallikrein-1;Nerve growth factor gamma chain 1;Nerve growth factor gamma chain 2	Ngfg	0	0	0	0	0	0	0	0	0	1389.0772940241718	444.73761729109543	0	0	0
Q5XI55	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	Ngly1	4328.417916523512	14570.345827907811	62076.00413769592	10851.49567179201	20.970367649578204	9248.686473527769	7460.696897452229	700.071501129289	13134.062210963171	10545.724435201482	15350.941333719642	20023.38075868432	6170.387939280314	6721.410604899591
Q3T1H2	Neugrin	Ngrn	0	8237.542974807215	0	0	0	0	0	0	10.220062969298143	0	0	5.01059471013374	0	0
Q6AYI4	Non-homologous end-joining factor 1	Nhej1	0	0	0	0	0	0	0	0	0	0	0	7.886295505351011	0	0
D3ZLM5	NA	Nhlrc2	18175.029020619586	64874.543879111145	58555.71729668185	13227.985572785126	34745.74916329987	18228.737769777334	99.54957132562444	104476.49297347141	186664.11566833916	320557.5830274316	28857.745593267762	53671.27002133401	97908.87593221327	40580.681641407755
D4A2F6	NA	Nhlrc3	23.78092738329682	37373.2160460639	854.6783277924126	0	0	15.169643280144253	4081.931875708331	81.27197554995277	0	0	312.78668802521815	6.285034348384696	0	10561.363801992917
B1WC56	NA	Nhp2	26596.156092682424	1791.538938889899	92329.3986613377	20736.327646850394	41.01415075748825	32894.42442196984	32349.04527089349	21361.680538367156	53586.49426173889	26859.03247285323	21987.181507333884	51094.227182882234	33257.1790733721	26349.315648735257
F1LU76	NA	Nhs	0	192.77564055691195	0	0	0	0	0	0	47.70178103821578	11.35412311818281	0	0	0	0
A0A0G2JZL4	NA	Nhsl1	0	1689.038252406709	0	0	0	0	0	0	164.03115380187404	1533.900876333272	7.874544351504939	675.3261947889739	0	0
Q9ESN0	Protein Niban	Niban1	0	0	22.44181261118205	2234.915187469761	97419.89418080931	1930.675512398079	0	0	0	82.5335255862875	51619.001175831996	100289.38566625706	32231.556010379936	263416.19963737804
B4F7E8	Niban-like protein 1	Niban2	0	29184.126559725235	56329.73003039527	64561.68848577939	95507.86095384724	143178.97548458583	53283.78785221921	11753.298131641652	33984.25828218291	42578.07727258043	54524.86406783343	55972.034960243305	29718.826506875474	291914.6239393656
P08460	Nidogen-1	Nid1	0	0	0	0	7391.632993757439	6530.847085409176	0	0	0	0	0	88.54784742824553	0	0
B5DFC9	Nidogen-2	Nid2	15.277690471059437	44646.5862283212	11116.93019758347	61256.94474874072	60460.285758901424	72800.68876768644	149576.3619387668	15073.446780895933	916.5443387989576	14352.992518448309	9586.110918445873	15141.555366644465	23211.073218225156	2434.931192807356
Q4V7D6	NIF3-like protein 1	Nif3l1	0	0	15.873325418118512	0	0	0	0	505.1047865572604	0	11.035454929838135	5856.105854759095	7906.993683454006	344.3968345403442	12727.279767320664
Q5RJM0	MKI67 FHA domain-interacting nucleolar phosphoprotein	Nifk	0	18320.39661407433	0	0	0	0	0	0	243.5950075752753	0	4719.1110596738945	8.063278278940668	0	231.38374439666458
P70617	Ninjurin-1	Ninj1	0	22.976201305141437	7419.13885177313	0	0	0	0	8.580191128387705	0	0	0	0	0	0
D4A5N1	NA	Ninl	0	0	0	0	0	0	0	0	0	0	0	14.94214779333591	0	38.531095620108225
A0A0G2K4T6	NA	Nipal1	0	0	0	0	0	0	0	0	0	0	0	13887.328532714202	491.28143353381716	0
A0A0G2K0J4	NA	Nipbl	0	12.507892543944731	0	952.3832327697636	0	1584.3180123235134	0	17.965302618934533	1226.6253816601081	1162.6426939604662	954.6949135063779	1611.5280145494316	0	1932.1931802537151
G3V728	NA	Nipsnap1	2776091.9814491156	5918560.481296241	2155348.329832537	34721.098172819766	80106.33032376887	15274.281520212891	27072.881115435488	182718.1963236039	403078.5932138733	413901.4619038995	99882.37021471583	173154.66607097973	35871.506696003475	16903.468357491518
Q5RK08	NA	Nipsnap2	30621.565892857474	6752.918456110568	484.07436312921124	126601.96736917694	396485.22972645843	115473.71097174895	128240.80946877887	866618.6439707279	971598.7301120444	1307106.2595143453	705986.7745002592	700674.0842857668	468631.30834214424	171938.51364848667
Q4G017	Nischarin	Nisch	306.2190812309748	6345.115586601201	268.5216072411332	2673.7748374375583	1970.1442931089998	2754.870453809284	0	1245.3325208722208	4902.9001796293605	4875.054975235836	8857.49837818932	6422.482199601182	4582.923348216319	8487.838777970082
Q7TQ94	Nitrilase homolog 1	Nit1	59036.1733590912	112376.70573045664	185551.38033430412	0	23777.304739052674	0	0	10.543674391175328	18524.38142903879	4897.1076894045555	633.027082039049	9823.533335264336	7068.94752554698	2639.8469328597616
Q497B0	Omega-amidase NIT2	Nit2	6294553.299594404	13443783.952437105	10330594.044662237	287493.46104811266	570470.2623289061	295860.68827333447	264289.867459826	1287548.059223611	2507061.5183592685	1982260.6803852126	1742902.4155480983	2433096.7925462485	1026667.4661785313	591679.2771455374
Q4V7C9	NF-kappa-B-activating protein	Nkap	19.77171192733663	49252.796553779524	0	3491.0329152600057	12.189883722107867	7238.361430044702	0	0	9682.212496303595	6379.096361995986	12386.246518820859	8670.311541177318	7115.411787313611	26717.101638806147
D3ZCK2	NA	Nkiras2	832.4257428850368	0	0	0	340.5915107242594	0	0	0	242.91834500642895	9554.420345444125	12219.965381924689	7025.720600729368	0	7791.2488916873135
M0R991	NA	Nktr	0	109.58744859689509	0	0	0	0	0	0	8.823992890849489	91.70516361526518	1253.5699346506235	3953.877472620561	1887.7011017868588	944.4241501503546
B2GV82	NA	Nle1	0	0	0	0	0	0	0	0	214.12747293332475	8.37435184200396	6.751989222984756	7.393215026099233	0	198.91429489927896
P42676	Neurolysin, mitochondrial	Nln	32.76292287030526	160403.50177624333	45157.239079445135	6892.9881452894215	7252.3029757289105	7016.442426798026	4288.040336110106	15493.548666250146	1708.474942588769	25843.671094672187	33153.525285618736	37030.80096154543	16.669665032758278	12086.241438174144
Q5FVQ8	NLR family member X1	Nlrx1	7940.046521827892	89060.27655538218	13417.380827516045	1620.0565366359137	8.692583516976983	0	2612.9423308268933	9783.372143127033	17485.765416653296	12817.85737161794	11047.245614706871	7408.102510211042	248.2844565424155	5487.044638176677
F6PUQ7	NA	Nmd3	0	8744.498937623288	0	0	11.466122938559396	1281.5789090083292	0	0	280.68633349438016	4429.432401354342	3353.149202225244	3438.404694234483	4010.8667630128202	4018.2562968577545
Q05982	Nucleoside diphosphate kinase A	Nme1	0	224707.29162914466	398855.9603333738	0	0	17668.580521434727	0	2148.1847846476544	2489.65240300313	161066.7350444125	213613.6392303819	330909.42852879857	70453.9587049545	78424.64722331296
P19804	Nucleoside diphosphate kinase B	Nme2	5647532.870189225	11147375.624510428	11667088.6435498	736236.3952821628	2166622.934338082	718688.961391117	447945.61624936486	3721916.8277908275	7619627.870501296	7548423.765203382	4903114.400385986	5324450.8872684855	1940158.6626134482	1101313.0393741452
G3V816	Nucleoside diphosphate kinase	Nme3	219326.45855636164	654085.163512146	110957.87652622839	43662.42715866678	67605.99141653226	18554.23754293501	13599.77230908719	155634.64038877893	289230.86535141343	227376.26766520424	259727.50194076996	158076.08389999814	102020.66939364327	62802.05502717111
O88426	Nucleoside diphosphate kinase 6	Nme6	0	12350.550436345857	0	0	0	0	0	64.09917162017274	336.02625138965055	0	13.599020712072583	0	0	191.44106067757815
F1LQS0	NA	Nmi	0	0	0	13025.681988215722	7817.749427937408	8337.384093690469	0	883.0253993497901	408.7492060755996	11932.583388190216	12999.593871018218	31434.19247704661	20507.508667084177	74197.69770865113
A0JPJ0	Nicotinamide-nucleotide adenylyltransferase	Nmnat1	0	14805.750668770783	0	0	233.79256352787465	4967.739062399735	0	2378.495223024935	6804.782195313412	9377.170969614968	1521.1652676655613	413.3383819980867	0	0
F7F588	NA	Nmnat3	129402.05378335001	153269.34459082843	49046.38658635729	0	8120.623642165249	0	0	23668.19744390596	39800.383462964084	58146.19953888334	27268.796710600207	24264.720066448597	9131.084195235888	0
P86172	NmrA-like family domain-containing protein 1	Nmral1	48974.245772143535	138140.3196050984	166468.23816971137	11644.32169429428	9495.968100401658	327.29509613208364	0	1265.598940561311	51844.648845662356	20695.92291368695	7560.112886716184	31506.095917971383	15004.563265223058	0
Q6AY91	Nicotinamide riboside kinase 1	Nmrk1	0	1059.631321062823	1203.3620292454953	0	0	0	0	0	0	0	0	0	0	0
Q8K1Q0	Glycylpeptide N-tetradecanoyltransferase 1	Nmt1	526.3536812486986	99164.95657858338	93688.85898886702	26742.349071835237	27190.34655685763	24518.773415053874	13579.677731149906	15936.848759854749	69063.80957941858	49024.86361807997	45456.443824458765	35157.83005325489	32956.95221876117	54740.86413812985
F1M110	Glycylpeptide N-tetradecanoyltransferase	Nmt2	0	0	0	2185.066671290496	0	123.15694288248645	0	0	0	0	0	5.937061759258801	0	0
Q5BJZ3	NA	Nnt	1364073.7494658248	1511602.5918944613	685352.6242367122	175724.10428698116	297048.83206857805	133297.94672351354	162503.89332287465	2477167.0088562104	3149093.6441573864	2927015.835530289	965988.2966729274	1202180.245380069	498324.37255702977	66301.15719744563
A0A0G2K602	NA	Noa1	0	1936.1644710726625	0	0	0	0	0	0	0	6.840359097404211	0	3.779196527052174	0	1634.2926684443032
Q6VEU1	RNA-binding protein NOB1	Nob1	7699.137150573001	16090.753997354712	0	0	0	1439.151500299303	0	0	0	0	0	0	0	3208.9382235333924
E9PTF3	NA	Noc2l	0	176.6850299820613	0	0	0	0	0	0	184.95352076954327	7.526485454014182	0	178.32456966427696	0	1249.609780214403
Q66H99	Nucleolar protein 10	Nol10	0	0	0	4187.649727681946	0	0	0	43.66823791013124	0	0	0	7.349594465219745	0	645.4029742383299
Q62881	Nucleolar protein 3	Nol3	0	0	0	0	0	0	0	0	0	0	0	3.8924067408888643	0	0
A0A0G2QC27	NA	Nol6	0	89.36500926243062	0	573.3462173913789	0	0	0	0	75.37140988761789	960.5318528413153	636.6770374968928	6.591037760122106	0	536.0192930006453
D3ZAQ6	NA	Nol7	0	717.0223855837378	0	0	0	183.03562828078793	0	0	436.35665359401395	19.62637043501912	0	8.128373245481773	0	235.63243219710688
G3V7B0	NA	Nol9	0	0	0	2564.2885126483015	171.59515157609104	6583.199072381326	2473.176035514715	4144.756531113357	7111.483161658375	13.682014198201843	4630.023582545743	2660.9050411737935	5268.834068998725	7467.783631384838
P41777	Nucleolar and coiled-body phosphoprotein 1	Nolc1	629.9869496494788	64930.900633605765	16093.451062728247	13660.629369734505	15404.116212801548	6278.85354783341	6402.968089540209	20019.76174815818	30755.41420880709	26604.519126664585	36422.567315755485	17190.545870003934	19707.464282321216	17594.165712402875
D3ZSA9	NA	Nomo1	34265.8398235188	156103.7754578171	229824.62878501596	24007.144133692836	18884.59693377035	18565.300869421728	20638.945020595707	31852.668286077493	76478.99168261087	58529.09735570019	41028.07345869236	54033.24908650745	25989.179917040816	23727.087061549802
Q5FVM4	Non-POU domain-containing octamer-binding protein	Nono	134329.6060104259	260061.451481776	180894.83999255425	646333.4188035426	106587.61020823705	181114.73237292643	132491.34429678463	153866.36711023888	839321.8849181565	510414.3660975591	297303.37930903374	801676.4317070047	212060.0189290831	323948.4341474222
D3ZMP6	NA	Nop10	0	32812.09793810257	0	0	0	0	0	0	19.72813530924896	17784.251990735524	24534.793857196422	13.681605601259552	0	0
A0A0G2K0Z9	NA	Nop14	0	8.459582069977964	0	0	0	0	0	0	5.850985771609432	102.03003198627482	0	4.29123380831268	0	123.77455289771261
Q1RP77	Nucleolar protein 16	Nop16	0	17.376413658698112	490.7701642634345	0	0	0	0	0	454.08074952294	24.67646541309779	7591.4429505376365	75.30244769123897	0	0
D4ACW1	NA	Nop2	3410.2099883559385	13173.749396721907	0	0	0	1503.6436908062115	0	4.930773649176927	9.241074328885192	188.37158624397512	2406.137745866289	1956.7385297240396	0	1812.2485229296726
Q4KLK7	NA	Nop56	19258.87988692109	97154.63369670945	67055.71519443314	30180.865439094337	9437.730449329982	31993.624707673494	40409.24920393352	30793.334553657336	44509.64128146756	39690.44121253591	45173.55726014226	64519.14829451964	27416.13598759729	27633.889364027746
Q9QZ86	Nucleolar protein 58	Nop58	18530.94014884466	106295.47068534973	1200.2432448049635	23411.459609573674	24529.507626381783	51684.86949028042	4065.7455761766428	44890.035388575285	49210.02167986236	47698.083620026744	75472.34192459789	18772.50676187975	44499.43550943098	46956.25736806537
D3ZKI9	NA	Nop9	0	0	0	1618.2421237175513	0	1600.4759855241246	0	0	14.145133124327677	187.81233093057088	0	6.83923197715207	0	1759.2347326082509
P29476	Nitric oxide synthase, brain	Nos1	0	0	0	0	11.289199319318532	12153.112226325971	0	0	0	208.66134606931908	0	0	0	14511.404365228775
F1M9N8;O54960	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	Nos1ap	0	0	0	7406.105323697551	2520.9377916351214	8114.301956755655	0	15182.343511692412	30386.219984972067	15094.295213406613	9908.7751653374	3078.0720992635015	6923.123423954797	20145.155548844086
Q62600	Nitric oxide synthase, endothelial	Nos3	0	0	0	0	0	4890.310342864042	1773.2565228486876	5.686319974285411	71.14078513044211	0	0	0	0	0
D3ZH12	NA	Nosip	291.89057256604394	19062.086414668942	1118.0794242680884	7891.470273732861	0	7251.9510836915015	9475.161552688167	58.47364621176756	598.2421786070338	10364.651201224062	8563.495272952017	129.4849914599198	3790.5322787298724	11522.909052333926
Q9QW30	Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain	Notch2	0	0	0	0	0	0	0	0	0	6.785135755077763	666.0688418211928	3.9450047855466996	819.1399971953916	1729.4417443191817
